ENG	FR	eng_stem	fr_stem	ratio_similarity
imperative	impératif	imper	imper	100
imperceptible	imperceptible	impercept	imperceptibl	86
imperishable	impérissable	imperish	impériss	75
impermanence	impermanence	imperman	impermanent	84
impermeable	imperméable	imperm	impermé	92
impermissible	inadmissible	impermiss	inadmissibl	50
impersonate	imiter	imperson	imit	33
impertinence	impertinence	impertin	impertinent	84
imperturbable	imperturbable	imperturb	imperturb	100
impinge	empiéter	imping	empiet	50
implacable	implacable	implac	implac	100
implausible	peu plausible	implaus	peu plausibl	53
implementable	réalisable	implement	réalis	13
implicate	impliquer	implic	impliqu	77
implode	imploser	implod	implos	83
implore	implorer	implor	implor	100
impolite	impoli	impolit	impol	83
imponderable	impondérable	imponder	imponder	100
importable	importable	import	import	100
importance	importance	import	import	100
importunate	importun	importun	importun	100
importune	importuner	importun	importun	100
imposable	impossible	impos	impossibl	71
impose	imposer	impos	impos	100
impossible	impossible	imposs	impossibl	80
impotence	impuissance	impot	impuiss	50
impracticable	impraticable	impractic	impratic	94
imprecise	imprécis	imprecis	imprec	86
impregnable	imprenable	impregn	impren	92
impregnate	imprégner	impregn	impregn	100
impressionable	impressionnable	impression	impression	100
impressive	Impressionant	impress	impression	82
improbable	improbable	improb	improb	100
improvable	améliorable	improv	amélior	31
improve	améliorer	improv	amélior	31
improvidence	imprévoyance	improvid	imprévoi	75
improvise	improviser	improvis	improvis	100
imprudence	imprudence	imprud	imprudent	80
impudence	impudence	impud	impudent	77
impugnable	contestable	impugn	contest	15
impulse	impulsion	impuls	impuls	100
impulsive	impulsif	impuls	impuls	100
impure	impur	impur	impur	100
impute	imputer	imput	imput	100
inaccessible	inaccessible	inaccess	inaccessibl	84
inaccurate	inexacte	inaccur	inexact	57
inactive	inactif	inact	inact	100
inadequate	inadéquat	inadequ	inadéquat	75
inadmissible	inadmissible	inadmiss	inadmissibl	84
inadvertence	inadvertance	inadvert	inadvert	100
inadvisable	déconseillé	inadvis	déconseil	12
inalienable	inaliénable	inalien	inalien	100
inane	inepte	inan	inept	44
inanimate	inanimé	inanim	inanim	100
inapplicable	inapplicable	inapplic	inapplic	100
inappropriate	inapproprié	inappropri	inappropri	100
inarticulate	inarticulé	inarticul	inarticul	100
inattentive	inattentif	inattent	inattent	100
inaudible	inaudible	inaud	inaudibl	77
inaugurate	inaugurer	inaugur	inaugur	100
incalculable	incalculable	incalcul	incalcul	100
incandescence	incandescence	incandesc	incandescent	86
incapable	incapable	incap	incap	100
incapacitate	neutraliser	incapacit	neutralis	11
incarnate	incarner	incarn	incarn	100
incense	encens	incens	encen	73
incentive	motivation	incent	motiv	18
inchoate	fruste	inchoat	frust	17
incidence	incidence	incid	incident	77
incinerate	incinérer	inciner	inciner	100
incisive	incisif	incis	incis	100
incite	inciter	incit	incit	100
incline	inclinaison	inclin	inclinaison	71
include	comprendre	includ	comprendr	27
inclusive	compris	inclus	compr	18
incoherence	incohérence	incoher	incohérent	71
incombustible	incombustible	incombust	incombustibl	86
income	le revenu	incom	le revenu	14
incommensurable	incommensurable	incommensur	incommensur	100
incommunicable	incommunicable	incommunic	incommunic	100
incomparable	incomparable	incompar	incompar	100
incompatible	incompatible	incompat	incompatibl	84
incompetence	incompétence	incompet	incompétent	84
incomplete	incomplet	incomplet	incomplet	100
incomprehensible	incompréhensible	incomprehens	incompréhensibl	81
incompressible	incompressible	incompress	incompressibl	87
inconceivable	inconcevable	inconceiv	inconcev	94
inconclusive	peu concluant	inconclus	peu conclu	63
inconsiderable	négligeable	inconsider	néglige	24
inconsiderate	inconsidéré	inconsider	inconsider	100
inconsolable	inconsolable	inconsol	inconsol	100
incontestable	incontestable	incontest	incontest	100
incontinence	incontinence	incontin	incontinent	84
incontrovertible	irréfutable	incontrovert	irréfut	21
inconvenience	inconvénient	inconveni	inconvénient	76
incorporable	incorporable	incorpor	incorpor	100
incorporate	intégrer	incorpor	integr	43
incorrigible	incorrigible	incorrig	incorrigibl	84
incorruptible	incorruptible	incorrupt	incorruptibl	86
increase	augmenter	increas	augment	14
incredible	incroyable	incred	incroi	67
incriminate	incriminer	incrimin	incrimin	100
incubate	incuber	incub	incub	100
inculcate	inculquer	inculc	inculqu	77
incurable	incurable	incur	incur	100
indecipherable	indéchiffrable	indecipher	indéchiffr	60
indecisive	indécis	indecis	indec	83
indeclinable	indéclinable	indeclin	indéclin	88
indefatigable	infatigable	indefatig	infatig	88
indefeasible	indéfectible	indefeas	indéfectibl	53
indefensible	indéfendable	indefens	indéfend	75
indefinable	indéfinissable	indefin	indéfiniss	71
indefinite	indéfini	indefinit	indéfin	75
indelible	indélébile	indel	indélébil	57
indelicate	indélicat	indel	indélicat	57
independence	indépendance	independ	indépend	88
indescribable	indescriptible	indescrib	indescriptibl	82
indestructible	indestructible	indestruct	indestructibl	87
indeterminable	indéterminable	indetermin	indétermin	90
indeterminate	indéterminé	indetermin	indétermin	90
indicate	indiquer	indic	indiqu	73
indicative	indicatif	indic	indiqu	73
indictable	mise en accusation	indict	mise en accus	32
indifference	indifférence	indiffer	indifférent	74
indigestible	indigeste	indigest	indigest	100
indiscipline	indiscipline	indisciplin	indisciplin	100
indiscriminate	aveugle	indiscrimin	aveugl	0
indispensable	indispensable	indispens	indispens	100
indispose	indisposer	indispos	indispos	100
indisputable	incontestable	indisput	incontest	47
indissoluble	indissoluble	indissolubl	indissolubl	100
indistinguishable	indiscernable	indistinguish	indiscern	55
indite	composer	indit	compos	0
indivisible	indivisible	indivis	indivisibl	82
indoctrinate	endoctriner	indoctrin	endoctrin	89
indole	indole	indol	indol	100
indolence	indolence	indol	indolent	77
indomitable	indomptable	indomit	indompt	86
indubitable	indubitable	indubit	indubit	100
induce	induire	induc	induir	73
inducible	inductible	induc	inductibl	71
inductance	inductance	induct	induct	100
inductive	inductif	induct	induct	100
indulge	se livrer	indulg	se livr	15
indulgence	indulgence	indulg	indulgent	80
industrialise	industrialiser	industrialis	industrialis	100
inebriate	enivrer	inebri	enivr	36
inedible	immangeable	ined	immange	55
ineffable	ineffable	ineff	ineff	100
ineffective	inefficace	ineffect	inefficac	71
inelegance	inélégance	ineleg	inéleg	83
ineligible	inéligible	inelig	inéligibl	67
ineluctable	inéluctable	ineluct	inéluct	86
ineptitude	ineptie	ineptitud	inept	71
inequitable	inéquitable	inequit	inéquit	86
ineradicable	indéracinable	ineradic	indéracin	59
inescapable	inéluctable	inescap	inéluct	43
inestimable	inestimable	inestim	inestim	100
inevitable	inévitable	inevit	inévit	83
inexactitude	inexactitude	inexactitud	inexactitud	100
inexcusable	inexcusable	inexcus	inexcus	100
inexhaustible	inépuisable	inexhaust	inépuis	50
inexorable	inexorable	inexor	inexor	100
inexpensive	peu coûteux	inexpens	peu coût	25
inexperience	inexpérience	inexperi	inexpérient	74
inexplicable	inexplicable	inexplic	inexplic	100
inexpressible	inexprimable	inexpress	inexprim	71
inextensible	inextensible	inextens	inextensibl	84
inextinguishable	inextinguible	inextinguish	inextinguibl	83
inextricable	inextricable	inextric	inextric	100
infallible	infaillible	infal	infaillibl	67
infante	infante	infant	infant	100
infanticide	infanticide	infanticid	infanticid	100
infantile	infantile	infantil	infantil	100
infatuate	tourner la tête	infatu	tourner la têt	30
infeasible	irréalisable	infeas	irréalis	43
infective	infectieux	infect	infecti	92
inference	inférence	infer	inférent	62
infertile	infertile	infertil	infertil	100
infiltrate	infiltrer	infiltr	infiltr	100
infinite	infini	infinit	infin	83
infinitive	infinitif	infinit	infinit	100
infinitude	l'infini	infinitud	l'infin	62
inflame	enflammer	inflam	enflamm	77
inflammable	inflammable	inflamm	inflamm	100
inflatable	gonflable	inflat	gonflabl	57
inflate	gonfler	inflat	gonfl	55
inflexible	inflexible	inflex	inflexibl	80
influence	influence	influenc	influenc	100
informative	informatif	inform	inform	100
infrastructure	Infrastructure	infrastructur	infrastructur	100
infringe	enfreindre	infring	enfreindr	62
infuriate	exaspérer	infuri	exasper	15
infuse	infuser	infus	infus	100
ingrate	ingrat	ingrat	ingrat	100
ingratiate	ingratier	ingrati	ingrati	100
ingratitude	ingratitude	ingratitud	ingratitud	100
inhabitable	habitable	inhabit	habit	83
inhale	inhaler	inhal	inhal	100
inheritable	héritable	inherit	hérit	67
inheritance	héritage	inherit	héritag	57
inhospitable	inhospitalier	inhospit	inhospitali	84
inhouse	maison	inhous	maison	33
inhumane	inhumain	inhuman	inhumain	93
inimitable	inimitable	inimit	inimit	100
initialise	initialiser	initialis	initialis	100
initiate	lancer	initi	lanc	22
initiative	initiative	initi	initi	100
injectable	injectable	inject	inject	100
injoke	injurier	injok	injuri	55
injure	blesser	injur	bless	0
injustice	injustice	injustic	injustic	100
inmate	détenu	inmat	détenu	18
innate	inné	innat	inné	67
innocence	innocence	innoc	innocent	77
innovate	innover	innov	innov	100
innovative	innovant	innov	innov	100
innumerable	innombrable	innumer	innombr	71
innumerate	innumer	innumer	innum	83
inoculate	inoculer	inocul	inocul	100
inoffensive	inoffensif	inoffens	inoffens	100
inoperable	inopérable	inoper	inoper	100
inoperative	inopérant	inop	inoper	80
inopportune	inopportun	inopportun	inopportun	100
inordinate	excessif	inordin	excess	0
inquire	renseigner	inquir	renseign	29
inquisitive	curieux	inquisit	curieux	27
inquorate	se renseigner	inquor	se renseign	24
insane	insensé	insan	insens	73
insatiable	insatiable	insati	insati	100
inscribe	inscrire	inscrib	inscrir	86
inscrutable	impénétrable	inscrut	impénetr	40
insecticide	insecticide	insecticid	insecticid	100
insecure	peu sûr	insecur	peu sûr	29
insensible	insensible	insens	insensibl	80
insensitive	insensible	insensit	insensibl	82
inseparable	inséparable	insepar	insépar	86
inshore	côtier	inshor	côti	20
inside	à l'intérieur	insid	à l'intérieur	33
insignificance	insignifiance	insignific	insignifi	95
insincere	pas sincère	insincer	pas sincer	67
insinuate	insinuer	insinu	insinu	100
insistence	insistance	insist	insist	100
insole	semelle intérieure	insol	semelle intérieur	18
insolence	insolence	insol	insolent	77
insoluble	insoluble	insolubl	insolubl	100
insouciance	insouciance	insouci	insouci	100
inspectorate	inspection	inspector	inspect	88
inspire	inspirer	inspir	inspir	100
installable	installable	instal	install	92
instance	exemple	instanc	exempl	0
instantiate	instancier	instanti	instanci	88
instigate	susciter	instig	suscit	33
instinctive	instinctif	instinct	instinct	100
institute	institut	institut	institut	100
institutionalise	institutionnaliser	institutionalis	institutionnalis	97
instructive	instructif	instruct	instruct	100
insubordinate	insubordonné	insubordin	insubordon	90
insufferable	insupportable	insuffer	insupport	59
insulate	isoler	insul	isol	67
insuperable	insurmontable	insuper	insurmont	62
insupportable	insupportable	insupport	insupport	100
insurance	Assurance	insur	assur	60
insure	assurer	insur	assur	60
insurmountable	insurmontable	insurmount	insurmont	95
intake	admission	intak	admiss	18
intangible	intangible	intang	intangibl	80
integrable	intégrable	integr	integr	100
integrate	intégrer	integr	integr	100
integrative	intégrative	integr	integr	100
intelligence	intelligence	intellig	intelligent	84
intelligible	intelligible	intellig	intelligibl	84
intemperance	intempérance	intemper	intemper	100
intemperate	intempérant	intemper	intemper	100
intense	intense	intens	intens	100
intensive	intensif	intens	intens	100
interactive	interactif	interact	interact	100
intercede	intercéder	interced	interced	100
interchange	échange	interchang	échang	62
interchangeable	interchangeable	interchang	interchange	95
intercollegiate	intercollégiale	intercollegi	intercollégial	85
intercommunicate	communiquer	intercommun	communiqu	60
intercourse	rapports	intercours	rapport	12
interdependence	interdépendance	interdepend	interdépend	91
interface	interface	interfac	interfac	100
interfere	interférer	interfer	interfer	100
interference	ingérence	interfer	ingérent	38
interlace	entrelacer	interlac	entrelac	75
interleave	entrelacer	interleav	entrelac	59
interlude	interlude	interlud	interlud	100
intermarriage	intermariage	intermarriag	intermariag	96
intermediate	intermédiaire	intermedi	intermédiair	76
interminable	interminable	intermin	intermin	100
internalise	intérioriser	internalis	intérioris	60
interoperable	interopérable	interoper	interoper	100
interpolatable	interpolable	interpolat	interpol	89
interpolate	interpoler	interpol	interpol	100
interpose	interposer	interpos	interpos	100
interpretable	interprétable	interpret	interpret	100
interpretative	interprétatif	interpret	interpret	100
interpretive	interprétatif	interpret	interpret	100
interrelate	interrelier	interrel	interreli	94
interrogate	interroger	interrog	interrog	100
interrogative	interrogatif	interrog	interrog	100
intersperse	entremêler	interspers	entremêl	33
intertwine	entrelacer	intertwin	entrelac	35
intervene	intervenir	interven	interven	100
interviewee	interviewé	interviewe	interview	95
intestate	intestat	intest	intestat	86
intestine	intestin	intestin	intestin	100
intimate	intime	intim	intim	100
intimidate	intimider	intimid	intimid	100
intolerable	intolérable	intoler	intoler	100
intolerance	intolérance	intoler	intoler	100
intone	entonner	inton	enton	80
intoxicate	enivrer	intox	enivr	20
intractable	intraitable	intract	intrait	86
intransigence	intransigeance	intransig	intransige	95
intransitive	intransitif	intransit	intransit	100
intrauterine	intra-utérin	intrauterin	intra-utérin	87
intricate	complexe	intric	complex	15
intrigue	intrigue	intrigu	intrigu	100
introduce	présenter	introduc	présent	27
introspective	introspectif	introspect	introspect	100
intrude	s'immiscer	intrud	s'immisc	14
intrusive	intrusif	intrus	intrus	100
intuitive	intuitif	intuit	intuit	100
inundate	inonder	inund	inond	80
inure	entrer en vigueur	inur	entrer en vigueur	29
invade	envahir	invad	envah	60
invalidate	invalider	invalid	invalid	100
invaluable	inestimable	invalu	inestim	31
invariable	invariable	invari	invari	100
invariance	invariance	invari	invari	100
invasive	envahissant	invas	envah	60
invective	invective	invect	invect	100
inveigle	entraîner par la flatterie	inveigl	entraîner par la flatter	19
inventive	inventif	invent	invent	100
inverse	inverse	invers	invers	100
invertebrate	invertébré	invertebr	invertebr	100
invertible	inversible	invert	inversibl	67
investigate	enquêter	investig	enquêt	29
investigative	investigateur	investig	investig	100
investiture	investiture	investitur	investitur	100
inveterate	invétéré	inveter	invéter	86
invigilate	vigilant	invigil	vigil	83
invigorate	revigorer	invigor	revigor	71
invincible	invincible	invinc	invincibl	80
inviolable	inviolable	inviol	inviol	100
inviolate	inviolé	inviol	inviol	100
invisible	invisible	invis	invisibl	77
invite	inviter	invit	invit	100
invoice	facture d'achat	invoic	facture d'achat	10
invokable	invocable	invok	invoc	80
invoke	invoquer	invok	invoqu	73
involute	involuté	involut	involut	100
involve	impliquer	involv	impliqu	31
invulnerable	invulnérable	invulner	invulner	100
iodide	iodure	iodid	iodur	60
iodine	iode	iodin	iod	75
ionise	ioniser	ionis	ionis	100
ionosphere	ionosphère	ionospher	ionospher	100
irascible	irascible	irasc	irascibl	77
irate	furieux	irat	furieux	18
ire	colère	ire	coler	25
iridescence	irisation	iridesc	iris	73
irksome	agaçant	irksom	agac	0
ironage	l'âge de fer	ironag	l'âge de f	12
ironstone	Ironstone	ironston	ironston	100
irradiate	irradier	irradi	irradi	100
irreconcilable	irréconciliable	irreconcil	irréconcili	86
irrecoverable	irrécupérable	irrecover	irrécuper	67
irredeemable	irréparable	irredeem	irrépar	40
irreducible	irréductible	irreduc	irréductibl	67
irrefutable	irréfutable	irrefut	irréfut	86
irrelevance	non-pertinence	irrelev	non-pertinent	20
irremediable	irrémédiable	irremedi	irrémédi	75
irremovable	inamovible	irremov	inamovibl	50
irreparable	irréparable	irrepar	irrépar	86
irreplaceable	irremplaçable	irreplac	irremplac	94
irrepressible	irrépressible	irrepress	irrépressibl	76
irreproachable	irréprochable	irreproach	irréproch	84
irresistible	irrésistible	irresist	irrésistibl	74
irresolute	irrésolu	irresolut	irrésolu	82
irresolvable	insoluble	irresolv	insolubl	50
irrespective	indépendamment	irrespect	indépend	35
irresponsible	irresponsable	irrespons	irrespons	100
irretrievable	irrémédiable	irretriev	irrémédi	47
irreverence	irrévérence	irrever	irrévérent	47
irreversible	irréversible	irrevers	irréversibl	74
irrevocable	irrévocable	irrevoc	irrévoc	86
irrigate	irriguer	irrig	irrigu	91
irritable	irritable	irrit	irrit	100
irritate	irriter	irrit	irrit	100
